,book_title, rating,price,stock,book_link,img_link
249,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,£28.77,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,https://books.toscrape.com/j
250,The Guilty (Will Robie #4),Two,£13.82,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,https://books.toscrape.com/j
251,The First Hostage (J.B. Collins #2),Three,£25.85,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,https://books.toscrape.com/j
252,The Dovekeepers,One,£48.78,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/j
253,The Darkest Lie,Five,£35.35,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,https://books.toscrape.com/j
254,The Bane Chronicles (The Bane Chronicles #1-11),Four,£44.73,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,https://books.toscrape.com/j
255,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,One,£15.77,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,https://books.toscrape.com/j
256,The 14th Colony (Cotton Malone #11),One,£39.24,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,https://books.toscrape.com/j
257,That Darkness (Gardiner and Renner #1),One,£13.92,"

    
        In stock
    
",https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,https://books.toscrape.com/j
258,Tastes Like Fear (DI Marnie Rome #3),One,£10.69,"

    
        In stock
    
",https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,https://books.toscrape.com/j
259,Take Me with You,Three,£45.21,"

    
        In stock
    
",https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,https://books.toscrape.com/j
260,Swell: A Year of Waves,One,£45.58,"

    
        In stock
    
",https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,https://books.toscrape.com/j
261,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five,£11.89,"

    
        In stock
    
",https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,https://books.toscrape.com/j
262,Still Life with Bread Crumbs,Three,£26.41,"

    
        In stock
    
",https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,https://books.toscrape.com/j
263,Steve Jobs,Five,£39.50,"

    
        In stock
    
",https://books.toscrape.com/catalogue/steve-jobs_737/index.html,https://books.toscrape.com/j
264,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Four,£44.74,"

    
        In stock
    
",https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,https://books.toscrape.com/j
265,Someone Like You (The Harrisons #2),Five,£52.79,"

    
        In stock
    
",https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,https://books.toscrape.com/j
266,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four,£35.43,"

    
        In stock
    
",https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,https://books.toscrape.com/j
267,Shtum,Four,£55.84,"

    
        In stock
    
",https://books.toscrape.com/catalogue/shtum_733/index.html,https://books.toscrape.com/j
268,See America: A Celebration of Our National Parks & Treasured Sites,Three,£48.87,"

    
        In stock
    
",https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,https://books.toscrape.com/j
269,salt.,Four,£46.78,"

    
        In stock
    
",https://books.toscrape.com/catalogue/salt_731/index.html,https://books.toscrape.com/j
270,Robin War,Three,£47.82,"

    
        In stock
    
",https://books.toscrape.com/catalogue/robin-war_730/index.html,https://books.toscrape.com/j
271,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two,£25.48,"

    
        In stock
    
",https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,https://books.toscrape.com/j
272,Rain Fish,Three,£23.57,"

    
        In stock
    
",https://books.toscrape.com/catalogue/rain-fish_728/index.html,https://books.toscrape.com/j
273,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Five,£50.89,"

    
        In stock
    
",https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,https://books.toscrape.com/j
274,Pet Sematary,Three,£10.56,"

    
        In stock
    
",https://books.toscrape.com/catalogue/pet-sematary_726/index.html,https://books.toscrape.com/j
275,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Three,£52.15,"

    
        In stock
    
",https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,https://books.toscrape.com/j
276,Once Was a Time,Two,£18.28,"

    
        In stock
    
",https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,https://books.toscrape.com/j
277,Old School (Diary of a Wimpy Kid #10),Five,£11.83,"

    
        In stock
    
",https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,https://books.toscrape.com/j
278,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Two,£21.95,"

    
        In stock
    
",https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,https://books.toscrape.com/j
279,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two,£38.39,"

    
        In stock
    
",https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,https://books.toscrape.com/j
280,My Name Is Lucy Barton,One,£41.56,"

    
        In stock
    
",https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,https://books.toscrape.com/j
281,My Mrs. Brown,Three,£24.48,"

    
        In stock
    
",https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,https://books.toscrape.com/j
282,My Kind of Crazy,One,£40.36,"

    
        In stock
    
",https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,https://books.toscrape.com/j
283,Mr. Mercedes (Bill Hodges Trilogy #1),One,£28.90,"

    
        In stock
    
",https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,https://books.toscrape.com/j
284,More Than Music (Chasing the Dream #1),Two,£37.61,"

    
        In stock
    
",https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,https://books.toscrape.com/j
285,Made to Stick: Why Some Ideas Survive and Others Die,Five,£38.85,"

    
        In stock
    
",https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,https://books.toscrape.com/j
286,Luis Paints the World,Three,£53.95,"

    
        In stock
    
",https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,https://books.toscrape.com/j
287,Luckiest Girl Alive,Three,£49.83,"

    
        In stock
    
",https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,https://books.toscrape.com/j
288,Lowriders to the Center of the Earth (Lowriders in Space #2),Two,£51.51,"

    
        In stock
    
",https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,https://books.toscrape.com/j
289,Love Is a Mix Tape (Music #1),One,£18.03,"

    
        In stock
    
",https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,https://books.toscrape.com/j
290,Looking for Lovely: Collecting the Moments that Matter,Five,£29.14,"

    
        In stock
    
",https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,https://books.toscrape.com/j
291,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Four,£46.91,"

    
        In stock
    
",https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,https://books.toscrape.com/j
292,Let It Out: A Journey Through Journaling,Five,£26.79,"

    
        In stock
    
",https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,https://books.toscrape.com/j
293,Lady Midnight (The Dark Artifices #1),Five,£16.28,"

    
        In stock
    
",https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,https://books.toscrape.com/j
294,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,£19.55,"

    
        In stock
    
",https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,https://books.toscrape.com/j
295,Island of Dragons (Unwanteds #7),One,£29.65,"

    
        In stock
    
",https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,https://books.toscrape.com/j
296,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,£25.98,"

    
        In stock
    
",https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,https://books.toscrape.com/j
297,I Am Pilgrim (Pilgrim #1),Four,£10.60,"

    
        In stock
    
",https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,https://books.toscrape.com/j
298,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,£14.75,"

    
        In stock
    
",https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,https://books.toscrape.com/j
299,"Hush, Hush (Hush, Hush #1)",Three,£47.02,"

    
        In stock
    
",https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,https://books.toscrape.com/j
300,Hold Your Breath (Search and Rescue #1),One,£28.82,"

    
        In stock
    
",https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,https://books.toscrape.com/j
301,Hamilton: The Revolution,Three,£58.79,"

    
        In stock
    
",https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,https://books.toscrape.com/j
302,Greek Mythic History,Five,£10.23,"

    
        In stock
    
",https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,https://books.toscrape.com/j
303,God: The Most Unpleasant Character in All Fiction,Five,£30.03,"

    
        In stock
    
",https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,https://books.toscrape.com/j
304,Glory over Everything: Beyond The Kitchen House,Three,£45.84,"

    
        In stock
    
",https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,https://books.toscrape.com/j
305,Feathers: Displays of Brilliant Plumage,Three,£49.05,"

    
        In stock
    
",https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,https://books.toscrape.com/j
306,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Four,£15.06,"

    
        In stock
    
",https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,https://books.toscrape.com/j
307,Every Last Word,Three,£46.47,"

    
        In stock
    
",https://books.toscrape.com/catalogue/every-last-word_693/index.html,https://books.toscrape.com/j
308,Eligible (The Austen Project #4),Three,£27.09,"

    
        In stock
    
",https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,https://books.toscrape.com/j
309,El Deafo,Five,£57.62,"

    
        In stock
    
",https://books.toscrape.com/catalogue/el-deafo_691/index.html,https://books.toscrape.com/j
310,Eight Hundred Grapes,Four,£14.39,"

    
        In stock
    
",https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,https://books.toscrape.com/j
311,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Five,£51.75,"

    
        In stock
    
",https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,https://books.toscrape.com/j
312,"Eat Fat, Get Thin",Two,£54.07,"

    
        In stock
    
",https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,https://books.toscrape.com/j
313,Don't Get Caught,One,£55.35,"

    
        In stock
    
",https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,https://books.toscrape.com/j
314,Doctor Sleep (The Shining #2),Two,£40.12,"

    
        In stock
    
",https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,https://books.toscrape.com/j
315,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Five,£37.51,"

    
        In stock
    
",https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,https://books.toscrape.com/j
316,Dear Mr. Knightley,Five,£11.21,"

    
        In stock
    
",https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,https://books.toscrape.com/j
317,Daily Fantasy Sports,One,£36.58,"

    
        In stock
    
",https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,https://books.toscrape.com/j
318,Crazy Love: Overwhelmed by a Relentless God,Two,£47.72,"

    
        In stock
    
",https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,https://books.toscrape.com/j
319,Cometh the Hour (The Clifton Chronicles #6),Three,£25.01,"

    
        In stock
    
",https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,https://books.toscrape.com/j
320,Code Name Verity (Code Name Verity #1),Four,£22.13,"

    
        In stock
    
",https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,https://books.toscrape.com/j
321,Clockwork Angel (The Infernal Devices #1),One,£44.14,"

    
        In stock
    
",https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,https://books.toscrape.com/j
322,City of Glass (The Mortal Instruments #3),Four,£56.02,"

    
        In stock
    
",https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,https://books.toscrape.com/j
323,City of Fallen Angels (The Mortal Instruments #4),Four,£11.23,"

    
        In stock
    
",https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,https://books.toscrape.com/j
324,City of Bones (The Mortal Instruments #1),One,£43.28,"

    
        In stock
    
",https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,https://books.toscrape.com/j
325,City of Ashes (The Mortal Instruments #2),One,£47.27,"

    
        In stock
    
",https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,https://books.toscrape.com/j
326,Cell,Four,£20.29,"

    
        In stock
    
",https://books.toscrape.com/catalogue/cell_674/index.html,https://books.toscrape.com/j
327,Catching Jordan (Hundred Oaks),Three,£50.83,"

    
        In stock
    
",https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,https://books.toscrape.com/j
328,"Carry On, Warrior: Thoughts on Life Unarmed",Three,£31.85,"

    
        In stock
    
",https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,https://books.toscrape.com/j
329,Carrie,Two,£46.23,"

    
        In stock
    
",https://books.toscrape.com/catalogue/carrie_671/index.html,https://books.toscrape.com/j
330,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Four,£37.80,"

    
        In stock
    
",https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,https://books.toscrape.com/j
331,Brain on Fire: My Month of Madness,Five,£49.32,"

    
        In stock
    
",https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,https://books.toscrape.com/j
332,Batman: Europa,Two,£32.01,"

    
        In stock
    
",https://books.toscrape.com/catalogue/batman-europa_668/index.html,https://books.toscrape.com/j
333,Barefoot Contessa Back to Basics,One,£28.01,"

    
        In stock
    
",https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,https://books.toscrape.com/j
334,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Five,£50.62,"

    
        In stock
    
",https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,https://books.toscrape.com/j
335,Balloon Animals,Three,£17.03,"

    
        In stock
    
",https://books.toscrape.com/catalogue/balloon-animals_665/index.html,https://books.toscrape.com/j
336,Art Ops Vol. 1,Three,£48.80,"

    
        In stock
    
",https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,https://books.toscrape.com/j
337,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Four,£58.14,"

    
        In stock
    
",https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,https://books.toscrape.com/j
338,Angels Walking (Angels Walking #1),Two,£34.20,"

    
        In stock
    
",https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,https://books.toscrape.com/j
339,Angels & Demons (Robert Langdon #1),Three,£51.48,"

    
        In stock
    
",https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,https://books.toscrape.com/j
340,All the Light We Cannot See,Five,£29.87,"

    
        In stock
    
",https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,https://books.toscrape.com/j
341,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Two,£10.90,"

    
        In stock
    
",https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,https://books.toscrape.com/j
342,Abstract City,Five,£56.37,"

    
        In stock
    
",https://books.toscrape.com/catalogue/abstract-city_658/index.html,https://books.toscrape.com/j
343,A Time of Torment (Charlie Parker #14),Five,£48.35,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,https://books.toscrape.com/j
344,A Study in Scarlet (Sherlock Holmes #1),Two,£16.73,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,https://books.toscrape.com/j
345,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Two,£56.48,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,https://books.toscrape.com/j
346,A People's History of the United States,Two,£40.79,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,https://books.toscrape.com/j
347,A Man Called Ove,One,£39.72,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,https://books.toscrape.com/j
348,A Distant Mirror: The Calamitous 14th Century,Three,£14.58,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,https://books.toscrape.com/j
349,A Brush of Wings (Angels Walking #3),One,£55.51,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,https://books.toscrape.com/j
350,1491: New Revelations of the Americas Before Columbus,Three,£21.80,"

    
        In stock
    
",https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,https://books.toscrape.com/j
351,"The Three Searches, Meaning, and the Story",Three,£13.33,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,https://books.toscrape.com/j
352,Searching for Meaning in Gailana,One,£38.73,"

    
        In stock
    
",https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,https://books.toscrape.com/j
353,Rook,Four,£37.86,"

    
        In stock
    
",https://books.toscrape.com/catalogue/rook_647/index.html,https://books.toscrape.com/j
354,My Kitchen Year: 136 Recipes That Saved My Life,Two,£11.53,"

    
        In stock
    
",https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,https://books.toscrape.com/j
355,13 Hours: The Inside Account of What Really Happened In Benghazi,One,£27.06,"

    
        In stock
    
",https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,https://books.toscrape.com/j
356,Will You Won't You Want Me?,Three,£13.86,"

    
        In stock
    
",https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,https://books.toscrape.com/j
357,Tipping Point for Planet Earth: How Close Are We to the Edge?,One,£37.55,"

    
        In stock
    
",https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,https://books.toscrape.com/j
358,The Star-Touched Queen,Five,£32.30,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,https://books.toscrape.com/j
359,The Silent Sister (Riley MacPherson #1),Five,£46.29,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,https://books.toscrape.com/j
360,The Midnight Watch: A Novel of the Titanic and the Californian,One,£26.20,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,https://books.toscrape.com/j
361,The Lonely City: Adventures in the Art of Being Alone,Two,£33.26,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,https://books.toscrape.com/j
362,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Four,£59.15,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,https://books.toscrape.com/j
363,The Golden Condom: And Other Essays on Love Lost and Found,One,£39.43,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,https://books.toscrape.com/j
364,The Epidemic (The Program 0.6),Five,£14.44,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,https://books.toscrape.com/j
365,The Dinner Party,Two,£56.54,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,https://books.toscrape.com/j
366,The Diary of a Young Girl,Three,£59.90,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,https://books.toscrape.com/j
367,The Children,Three,£11.88,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-children_633/index.html,https://books.toscrape.com/j
368,Stars Above (The Lunar Chronicles #4.5),Two,£48.05,"

    
        In stock
    
",https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,https://books.toscrape.com/j
369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Three,£21.21,"

    
        In stock
    
",https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,https://books.toscrape.com/j
370,Raspberry Pi Electronics Projects for the Evil Genius,Four,£49.67,"

    
        In stock
    
",https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,https://books.toscrape.com/j
371,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,One,£43.14,"

    
        In stock
    
",https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,https://books.toscrape.com/j
372,Psycho: Sanitarium (Psycho #1.5),Five,£36.97,"

    
        In stock
    
",https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,https://books.toscrape.com/j
373,Poisonous (Max Revere Novels #3),Three,£26.80,"

    
        In stock
    
",https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,https://books.toscrape.com/j
374,One with You (Crossfire #5),Four,£15.71,"

    
        In stock
    
",https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,https://books.toscrape.com/j
375,No Love Allowed (Dodge Cove #1),Four,£54.65,"

    
        In stock
    
",https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,https://books.toscrape.com/j
376,Murder at the 42nd Street Library (Raymond Ambler #1),Four,£54.36,"

    
        In stock
    
",https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,https://books.toscrape.com/j
377,Most Wanted,Three,£35.28,"

    
        In stock
    
",https://books.toscrape.com/catalogue/most-wanted_623/index.html,https://books.toscrape.com/j
378,"Love, Lies and Spies",Two,£20.55,"

    
        In stock
    
",https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,https://books.toscrape.com/j
379,How to Speak Golf: An Illustrated Guide to Links Lingo,Five,£58.32,"

    
        In stock
    
",https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,https://books.toscrape.com/j
380,Hide Away (Eve Duncan #20),One,£11.84,"

    
        In stock
    
",https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,https://books.toscrape.com/j
381,Furiously Happy: A Funny Book About Horrible Things,Four,£41.46,"

    
        In stock
    
",https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,https://books.toscrape.com/j
382,Everyday Italian: 125 Simple and Delicious Recipes,Five,£20.10,"

    
        In stock
    
",https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,https://books.toscrape.com/j
383,Equal Is Unfair: America's Misguided Fight Against Income Inequality,One,£56.86,"

    
        In stock
    
",https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,https://books.toscrape.com/j
384,Eleanor & Park,Five,£56.51,"

    
        In stock
    
",https://books.toscrape.com/catalogue/eleanor-park_616/index.html,https://books.toscrape.com/j
385,Dirty (Dive Bar #1),Four,£40.83,"

    
        In stock
    
",https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,https://books.toscrape.com/j
386,Can You Keep a Secret? (Fear Street Relaunch #4),One,£48.64,"

    
        In stock
    
",https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,https://books.toscrape.com/j
387,Boar Island (Anna Pigeon #19),Three,£59.48,"

    
        In stock
    
",https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,https://books.toscrape.com/j
388,A Paris Apartment,Four,£39.01,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,https://books.toscrape.com/j
389,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",One,£38.77,"

    
        In stock
    
",https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,https://books.toscrape.com/j
390,Troublemaker: Surviving Hollywood and Scientology,Two,£48.39,"

    
        In stock
    
",https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,https://books.toscrape.com/j
391,The Widow,Two,£27.26,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-widow_609/index.html,https://books.toscrape.com/j
392,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Four,£11.68,"

    
        In stock
    
",https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,https://books.toscrape.com/j
